age,amt,days_since_last_transaction,is_fraud,merchant_transactions_count,month_cos,month_sin,weekday_cos,weekday_sin
60,422.26,23.64300925925926,0,0,-1.8369701987210297e-16,-1.0,-0.900968867902419,0.43388373911755823
60,99.9,56.465266203703706,0,0,-0.8660254037844388,-0.4999999999999997,-0.9009688679024191,-0.433883739117558
60,71.98,7.7184375,0,0,-0.5000000000000004,-0.8660254037844385,-0.9009688679024191,-0.433883739117558
60,322.43,17.015636574074072,0,0,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
60,400.13,36.63699074074074,0,0,0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558
60,275.88,45.12810185185185,0,0,-0.4999999999999998,0.8660254037844387,-0.2225209339563146,-0.9749279121818236
60,235.06,3.970486111111111,0,0,-0.8660254037844385,0.5000000000000003,-0.9009688679024191,-0.433883739117558
53,125.52,0.0,0,0,1.0,0.0,-0.900968867902419,0.43388373911755823
53,394.29,82.43751157407408,0,0,-0.4999999999999998,0.8660254037844387,-0.22252093395631434,0.9749279121818236
53,139.24,86.09898148148149,0,0,0.8660254037844384,-0.5000000000000004,-0.9009688679024191,-0.433883739117558
53,296.61,3.064976851851852,0,0,1.0,0.0,0.6234898018587334,-0.7818314824680299
53,32.74,18.731412037037035,0,0,-0.5000000000000004,-0.8660254037844385,-0.22252093395631434,0.9749279121818236
53,287.57,32.74023148148148,0,0,0.5000000000000001,0.8660254037844386,-0.9009688679024191,-0.433883739117558
53,356.79,70.3254513888889,0,0,-0.8660254037844388,-0.4999999999999997,-0.2225209339563146,-0.9749279121818236
53,489.54,19.306944444444444,0,0,0.8660254037844384,-0.5000000000000004,-0.900968867902419,0.43388373911755823
53,117.64,23.261041666666667,0,0,-0.8660254037844385,0.5000000000000003,-0.9009688679024191,-0.433883739117558
65,15.56,12.687418981481482,0,0,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
65,424.95,51.612569444444446,0,0,0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823
65,34.48,82.30515046296296,0,1,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
65,39.45,12.849606481481482,0,0,-0.5000000000000004,-0.8660254037844385,1.0,0.0
65,255.72,26.63011574074074,0,0,-0.8660254037844385,0.5000000000000003,0.6234898018587334,-0.7818314824680299
65,117.43,41.878796296296294,0,0,-0.8660254037844388,-0.4999999999999997,-0.22252093395631434,0.9749279121818236
65,205.74,0.0,0,0,1.0,0.0,1.0,0.0
65,121.03,15.90542824074074,0,0,-1.8369701987210297e-16,-1.0,-0.22252093395631434,0.9749279121818236
65,259.64,37.96675925925926,0,0,-1.0,1.2246467991473532e-16,-0.22252093395631434,0.9749279121818236
53,195.8,15.217847222222222,0,0,-0.8660254037844388,-0.4999999999999997,0.6234898018587336,0.7818314824680298
53,234.39,55.85484953703704,0,0,-1.8369701987210297e-16,-1.0,1.0,0.0
53,365.7,69.27326388888889,0,0,-0.4999999999999998,0.8660254037844387,0.6234898018587334,-0.7818314824680299
53,171.77,36.22768518518519,0,0,-0.8660254037844388,-0.4999999999999997,1.0,0.0
53,287.19,0.0,0,0,0.8660254037844387,0.49999999999999994,1.0,0.0
53,366.49,2.7477314814814813,0,0,-0.8660254037844388,-0.4999999999999997,1.0,0.0
53,14.23,3.344872685185185,0,0,-0.8660254037844388,-0.4999999999999997,-0.9009688679024191,-0.433883739117558
53,66.2,55.6965162037037,0,0,-1.0,1.2246467991473532e-16,0.6234898018587334,-0.7818314824680299
60,481.36,10.137002314814815,0,0,0.8660254037844384,-0.5000000000000004,-0.2225209339563146,-0.9749279121818236
60,36.78,109.09990740740741,0,0,-0.8660254037844388,-0.4999999999999997,-0.22252093395631434,0.9749279121818236
60,203.33,15.41244212962963,0,0,0.8660254037844384,-0.5000000000000004,-0.900968867902419,0.43388373911755823
60,475.16,0.0,0,0,1.0,0.0,1.0,0.0
60,100.8,25.525694444444444,0,0,-0.5000000000000004,-0.8660254037844385,1.0,0.0
60,281.05,59.393553240740744,0,0,0.49999999999999933,-0.866025403784439,-0.900968867902419,0.43388373911755823
60,219.87,10.316620370370371,0,0,0.49999999999999933,-0.866025403784439,1.0,0.0
60,402.74,4.517002314814815,0,0,0.8660254037844384,-0.5000000000000004,1.0,0.0
60,36.43,47.55597222222222,0,0,0.5000000000000001,0.8660254037844386,-0.2225209339563146,-0.9749279121818236
60,82.17,49.27149305555555,0,0,6.123233995736766e-17,1.0,-0.2225209339563146,-0.9749279121818236
60,31.55,8.128240740740742,0,0,0.8660254037844384,-0.5000000000000004,-0.22252093395631434,0.9749279121818236
60,472.93,1.8045601851851851,0,0,0.49999999999999933,-0.866025403784439,-0.22252093395631434,0.9749279121818236
50,26.24,16.21798611111111,1,0,-0.8660254037844385,0.5000000000000003,-0.22252093395631434,0.9749279121818236
50,259.34,150.66608796296296,0,0,-0.8660254037844385,0.5000000000000003,1.0,0.0
50,23.24,0.0,0,0,1.0,0.0,-0.900968867902419,0.43388373911755823
50,416.47,20.20982638888889,0,0,-0.5000000000000004,-0.8660254037844385,-0.2225209339563146,-0.9749279121818236
50,495.15,59.414479166666666,0,0,-0.8660254037844388,-0.4999999999999997,0.6234898018587334,-0.7818314824680299
50,230.99,59.62775462962963,0,0,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
30,7.04,24.81226851851852,0,0,0.8660254037844387,0.49999999999999994,0.6234898018587334,-0.7818314824680299
30,397.54,0.0,0,0,0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823
30,423.42,78.26138888888889,0,0,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
54,412.89,0.3658101851851852,0,0,0.8660254037844384,-0.5000000000000004,-0.9009688679024191,-0.433883739117558
54,18.25,2.442928240740741,0,1,0.5000000000000001,0.8660254037844386,0.6234898018587334,-0.7818314824680299
54,167.55,1.3164814814814816,0,2,0.5000000000000001,0.8660254037844386,-0.900968867902419,0.43388373911755823
54,240.74,5.127685185185185,0,0,1.0,0.0,0.6234898018587334,-0.7818314824680299
54,454.71,2.4385879629629628,0,0,1.0,0.0,-0.900968867902419,0.43388373911755823
54,122.39,0.12076388888888889,0,1,1.0,0.0,0.6234898018587334,-0.7818314824680299
54,427.26,4.615717592592593,0,0,-1.0,1.2246467991473532e-16,-0.2225209339563146,-0.9749279121818236
54,218.36,0.9350810185185185,0,0,0.5000000000000001,0.8660254037844386,-0.9009688679024191,-0.433883739117558
54,82.53,1.8311689814814816,0,0,1.0,0.0,0.6234898018587336,0.7818314824680298
54,374.72,0.8870601851851851,0,1,-0.4999999999999998,0.8660254037844387,1.0,0.0
54,479.51,1.756388888888889,0,2,-0.5000000000000004,-0.8660254037844385,-0.2225209339563146,-0.9749279121818236
54,37.62,1.9914814814814814,0,0,-0.4999999999999998,0.8660254037844387,-0.9009688679024191,-0.433883739117558
54,65.95,2.781527777777778,0,1,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
54,66.93,0.28541666666666665,0,2,-1.0,1.2246467991473532e-16,-0.900968867902419,0.43388373911755823
54,234.44,5.8199652777777775,0,0,0.49999999999999933,-0.866025403784439,-0.22252093395631434,0.9749279121818236
54,306.96,0.713136574074074,0,1,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
54,170.51,1.9026041666666667,0,2,6.123233995736766e-17,1.0,-0.22252093395631434,0.9749279121818236
54,343.08,1.5240509259259258,0,3,-1.0,1.2246467991473532e-16,1.0,0.0
54,407.39,2.822673611111111,0,0,-0.8660254037844385,0.5000000000000003,1.0,0.0
54,460.81,0.044814814814814814,0,1,-0.5000000000000004,-0.8660254037844385,1.0,0.0
54,199.68,3.727638888888889,0,0,0.49999999999999933,-0.866025403784439,0.6234898018587334,-0.7818314824680299
54,495.27,2.4334837962962963,0,1,-0.8660254037844388,-0.4999999999999997,-0.22252093395631434,0.9749279121818236
54,411.68,3.0959837962962964,0,0,-1.0,1.2246467991473532e-16,-0.22252093395631434,0.9749279121818236
54,221.96,2.330486111111111,0,1,-1.8369701987210297e-16,-1.0,-0.900968867902419,0.43388373911755823
54,346.02,5.298078703703704,0,2,-1.8369701987210297e-16,-1.0,-0.2225209339563146,-0.9749279121818236
54,94.92,0.5892824074074074,0,0,0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236
54,180.76,0.7914351851851852,0,1,-0.8660254037844385,0.5000000000000003,0.6234898018587334,-0.7818314824680299
54,346.37,0.09630787037037038,0,2,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
54,1.65,1.1945949074074074,0,3,-0.8660254037844388,-0.4999999999999997,-0.9009688679024191,-0.433883739117558
54,121.05,0.31002314814814813,0,0,-0.4999999999999998,0.8660254037844387,-0.22252093395631434,0.9749279121818236
54,48.03,0.6158680555555556,0,1,-0.8660254037844388,-0.4999999999999997,0.6234898018587334,-0.7818314824680299
54,388.74,0.4744097222222222,0,0,0.49999999999999933,-0.866025403784439,-0.22252093395631434,0.9749279121818236
54,25.36,1.6211458333333333,0,1,0.8660254037844384,-0.5000000000000004,-0.9009688679024191,-0.433883739117558
54,128.92,1.1659143518518518,0,2,0.5000000000000001,0.8660254037844386,-0.22252093395631434,0.9749279121818236
54,470.76,6.687349537037037,0,3,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
54,266.08,4.6230671296296295,0,0,-1.0,1.2246467991473532e-16,-0.900968867902419,0.43388373911755823
54,303.08,1.7640625,0,1,-0.8660254037844388,-0.4999999999999997,-0.22252093395631434,0.9749279121818236
54,108.61,1.1599652777777778,0,2,-1.8369701987210297e-16,-1.0,-0.2225209339563146,-0.9749279121818236
54,467.14,1.9494444444444445,0,0,-1.0,1.2246467991473532e-16,-0.22252093395631434,0.9749279121818236
54,54.23,1.3066435185185186,0,1,-1.0,1.2246467991473532e-16,0.6234898018587334,-0.7818314824680299
54,9.58,3.256238425925926,0,2,-0.8660254037844388,-0.4999999999999997,-0.2225209339563146,-0.9749279121818236
54,310.28,2.6745717592592593,0,3,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
54,272.86,1.0021064814814815,0,0,-0.8660254037844388,-0.4999999999999997,-0.900968867902419,0.43388373911755823
54,38.76,3.6417592592592594,0,0,1.0,0.0,0.6234898018587336,0.7818314824680298
54,421.29,0.16219907407407408,0,0,1.0,0.0,0.6234898018587334,-0.7818314824680299
54,481.26,0.3315972222222222,0,0,-0.8660254037844385,0.5000000000000003,1.0,0.0
54,118.0,3.4084837962962964,0,0,0.5000000000000001,0.8660254037844386,0.6234898018587334,-0.7818314824680299
54,6.62,0.003715277777777778,0,1,0.5000000000000001,0.8660254037844386,1.0,0.0
54,110.39,6.444988425925926,0,2,-0.4999999999999998,0.8660254037844387,0.6234898018587334,-0.7818314824680299
54,3.35,0.45381944444444444,0,0,0.8660254037844387,0.49999999999999994,-0.22252093395631434,0.9749279121818236
54,156.36,0.4662384259259259,0,1,-1.0,1.2246467991473532e-16,-0.900968867902419,0.43388373911755823
54,220.52,1.2914467592592593,0,0,6.123233995736766e-17,1.0,-0.9009688679024191,-0.433883739117558
54,462.43,0.7280208333333333,0,0,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
54,225.84,1.0730787037037037,0,1,-1.8369701987210297e-16,-1.0,-0.900968867902419,0.43388373911755823
54,62.46,0.6220486111111111,0,0,1.0,0.0,1.0,0.0
54,424.83,0.1310185185185185,0,1,-0.8660254037844388,-0.4999999999999997,-0.900968867902419,0.43388373911755823
54,72.04,3.71212962962963,0,0,-1.8369701987210297e-16,-1.0,-0.22252093395631434,0.9749279121818236
54,80.66,0.3438310185185185,0,1,-1.8369701987210297e-16,-1.0,0.6234898018587334,-0.7818314824680299
54,100.81,4.6295370370370375,0,0,-0.8660254037844388,-0.4999999999999997,-0.900968867902419,0.43388373911755823
54,257.39,0.0,0,0,0.49999999999999933,-0.866025403784439,-0.22252093395631434,0.9749279121818236
54,441.21,0.40826388888888887,1,0,0.49999999999999933,-0.866025403784439,-0.2225209339563146,-0.9749279121818236
54,147.91,0.6874305555555555,0,0,1.0,0.0,1.0,0.0
54,234.88,0.9611689814814814,0,0,-0.8660254037844385,0.5000000000000003,1.0,0.0
54,207.74,7.216053240740741,0,0,-0.5000000000000004,-0.8660254037844385,-0.900968867902419,0.43388373911755823
54,264.95,1.7608796296296296,0,0,0.49999999999999933,-0.866025403784439,-0.9009688679024191,-0.433883739117558
54,310.26,1.5832291666666667,0,1,0.8660254037844384,-0.5000000000000004,0.6234898018587334,-0.7818314824680299
54,122.09,1.1513773148148148,0,2,-1.0,1.2246467991473532e-16,-0.9009688679024191,-0.433883739117558
54,359.97,3.5611689814814813,0,0,0.8660254037844384,-0.5000000000000004,-0.900968867902419,0.43388373911755823
54,234.26,1.2227430555555556,0,1,-0.8660254037844388,-0.4999999999999997,1.0,0.0
54,210.11,1.286886574074074,0,0,1.0,0.0,-0.900968867902419,0.43388373911755823
54,492.98,1.3765856481481482,0,1,-1.0,1.2246467991473532e-16,-0.900968867902419,0.43388373911755823
54,18.14,2.752152777777778,1,2,-0.8660254037844388,-0.4999999999999997,1.0,0.0
54,374.0,1.0989583333333333,0,3,-1.8369701987210297e-16,-1.0,0.6234898018587334,-0.7818314824680299
54,77.27,5.8203356481481485,0,0,0.5000000000000001,0.8660254037844386,1.0,0.0
54,341.45,0.03388888888888889,0,1,6.123233995736766e-17,1.0,0.6234898018587334,-0.7818314824680299
54,250.41,0.16688657407407406,0,2,-1.8369701987210297e-16,-1.0,-0.2225209339563146,-0.9749279121818236
54,350.95,4.898263888888889,0,0,0.49999999999999933,-0.866025403784439,1.0,0.0
54,32.75,3.7507060185185184,0,1,0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236
54,316.67,1.1427314814814815,0,2,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
54,34.32,0.049386574074074076,0,0,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823
54,371.5,4.057210648148148,0,0,-0.4999999999999998,0.8660254037844387,1.0,0.0
54,176.04,3.0031828703703702,0,0,0.8660254037844387,0.49999999999999994,1.0,0.0
54,224.13,4.739097222222222,0,0,-0.5000000000000004,-0.8660254037844385,-0.900968867902419,0.43388373911755823
54,196.83,0.22552083333333334,0,0,0.5000000000000001,0.8660254037844386,-0.9009688679024191,-0.433883739117558
54,193.07,1.948761574074074,0,1,-1.0,1.2246467991473532e-16,-0.2225209339563146,-0.9749279121818236
54,13.79,2.752986111111111,0,2,-0.8660254037844388,-0.4999999999999997,-0.900968867902419,0.43388373911755823
54,42.8,0.6099768518518518,0,0,0.8660254037844384,-0.5000000000000004,0.6234898018587334,-0.7818314824680299
54,190.12,1.7832060185185186,0,1,1.0,0.0,0.6234898018587336,0.7818314824680298
54,198.56,1.004236111111111,0,2,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
54,174.99,0.7188657407407407,0,3,6.123233995736766e-17,1.0,1.0,0.0
54,92.11,1.2402893518518519,0,0,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
54,470.03,2.5824074074074073,0,1,1.0,0.0,-0.900968867902419,0.43388373911755823
54,164.95,0.07891203703703703,0,2,-0.5000000000000004,-0.8660254037844385,-0.2225209339563146,-0.9749279121818236
54,306.76,1.637048611111111,0,0,-0.8660254037844385,0.5000000000000003,-0.2225209339563146,-0.9749279121818236
54,293.18,1.2380555555555555,0,0,-0.8660254037844388,-0.4999999999999997,0.6234898018587334,-0.7818314824680299
54,423.99,8.184861111111111,0,0,0.8660254037844384,-0.5000000000000004,-0.22252093395631434,0.9749279121818236
54,70.89,1.6913657407407408,0,1,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
54,144.46,0.6922800925925926,0,0,1.0,0.0,-0.9009688679024191,-0.433883739117558
54,86.98,0.2379513888888889,0,0,0.5000000000000001,0.8660254037844386,1.0,0.0
54,482.97,3.9995833333333333,0,1,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
54,58.46,4.739548611111111,0,2,-0.5000000000000004,-0.8660254037844385,1.0,0.0
54,68.63,1.3039814814814814,0,0,-0.8660254037844388,-0.4999999999999997,-0.2225209339563146,-0.9749279121818236
54,73.8,1.550451388888889,0,0,0.5000000000000001,0.8660254037844386,-0.900968867902419,0.43388373911755823
54,433.08,14.750752314814815,0,1,6.123233995736766e-17,1.0,1.0,0.0
54,168.9,4.346342592592593,0,2,-0.8660254037844385,0.5000000000000003,-0.9009688679024191,-0.433883739117558
54,391.05,1.916076388888889,0,0,0.8660254037844387,0.49999999999999994,0.6234898018587336,0.7818314824680298
54,288.07,2.3700462962962963,0,1,-0.5000000000000004,-0.8660254037844385,-0.900968867902419,0.43388373911755823
54,432.1,0.614386574074074,0,2,-1.8369701987210297e-16,-1.0,-0.9009688679024191,-0.433883739117558
54,187.34,2.1570949074074073,1,0,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
54,453.66,0.08461805555555556,0,0,-1.0,1.2246467991473532e-16,-0.2225209339563146,-0.9749279121818236
54,416.97,0.1960763888888889,0,0,-0.8660254037844385,0.5000000000000003,0.6234898018587334,-0.7818314824680299
54,160.36,2.9736689814814814,0,0,0.8660254037844384,-0.5000000000000004,-0.2225209339563146,-0.9749279121818236
54,84.81,2.9515162037037035,0,1,6.123233995736766e-17,1.0,-0.2225209339563146,-0.9749279121818236
54,362.84,5.35943287037037,0,0,0.8660254037844384,-0.5000000000000004,-0.22252093395631434,0.9749279121818236
54,265.43,0.9033680555555555,0,1,0.5000000000000001,0.8660254037844386,1.0,0.0
54,478.5,7.218900462962963,0,2,0.5000000000000001,0.8660254037844386,1.0,0.0
54,144.76,0.48894675925925923,0,3,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
54,106.25,2.9313657407407407,0,0,6.123233995736766e-17,1.0,1.0,0.0
54,174.06,4.188865740740741,0,0,0.8660254037844387,0.49999999999999994,1.0,0.0
54,332.33,2.0951041666666668,0,1,-0.8660254037844385,0.5000000000000003,-0.900968867902419,0.43388373911755823
54,311.18,0.9459837962962963,0,2,-1.8369701987210297e-16,-1.0,-0.22252093395631434,0.9749279121818236
54,31.75,0.6521527777777778,0,0,0.8660254037844384,-0.5000000000000004,1.0,0.0
54,352.09,5.7588078703703705,0,1,1.0,0.0,1.0,0.0
54,483.79,6.8163425925925925,0,2,-0.8660254037844385,0.5000000000000003,0.6234898018587334,-0.7818314824680299
54,458.83,0.1989351851851852,0,0,0.49999999999999933,-0.866025403784439,-0.22252093395631434,0.9749279121818236
54,347.07,5.127106481481482,0,1,0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558
54,406.75,5.6163541666666665,0,2,0.8660254037844387,0.49999999999999994,1.0,0.0
54,147.87,0.5347106481481482,0,0,1.0,0.0,-0.2225209339563146,-0.9749279121818236
54,254.59,0.5999421296296297,0,1,0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823
54,53.38,0.5739236111111111,0,2,6.123233995736766e-17,1.0,0.6234898018587334,-0.7818314824680299
54,12.55,1.0155208333333334,0,3,-0.4999999999999998,0.8660254037844387,-0.2225209339563146,-0.9749279121818236
54,307.7,0.3586226851851852,0,0,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823
54,114.84,1.1541319444444444,0,1,-1.8369701987210297e-16,-1.0,-0.2225209339563146,-0.9749279121818236
54,180.8,1.4729976851851851,0,0,0.8660254037844384,-0.5000000000000004,0.6234898018587334,-0.7818314824680299
54,476.33,0.8818981481481482,0,1,1.0,0.0,0.6234898018587334,-0.7818314824680299
54,310.87,1.8585300925925925,0,2,-0.4999999999999998,0.8660254037844387,-0.22252093395631434,0.9749279121818236
54,141.97,0.5303009259259259,0,3,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823
54,59.66,0.07001157407407407,0,4,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823
54,278.9,0.8784143518518519,0,5,-0.8660254037844385,0.5000000000000003,0.6234898018587334,-0.7818314824680299
54,136.6,6.120590277777778,0,0,-1.0,1.2246467991473532e-16,1.0,0.0
54,247.4,0.5778703703703704,0,0,1.0,0.0,-0.9009688679024191,-0.433883739117558
54,343.0,7.074710648148148,0,1,-0.5000000000000004,-0.8660254037844385,-0.900968867902419,0.43388373911755823
54,187.8,0.17753472222222222,0,0,0.8660254037844384,-0.5000000000000004,-0.9009688679024191,-0.433883739117558
54,442.21,3.4407060185185183,0,0,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823
54,426.01,1.087025462962963,0,0,0.49999999999999933,-0.866025403784439,-0.900968867902419,0.43388373911755823
54,459.87,0.22887731481481483,0,1,-1.8369701987210297e-16,-1.0,-0.2225209339563146,-0.9749279121818236
54,81.55,0.035034722222222224,0,0,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
54,353.35,3.1969212962962965,0,1,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823
54,136.92,3.4143055555555555,0,0,1.0,0.0,0.6234898018587334,-0.7818314824680299
54,416.52,2.4032291666666667,0,1,0.8660254037844387,0.49999999999999994,-0.22252093395631434,0.9749279121818236
54,398.83,1.9115277777777777,0,2,0.8660254037844387,0.49999999999999994,-0.22252093395631434,0.9749279121818236
54,401.59,3.1822453703703704,0,0,-1.0,1.2246467991473532e-16,-0.9009688679024191,-0.433883739117558
54,407.7,1.5199652777777777,0,1,-0.8660254037844388,-0.4999999999999997,-0.2225209339563146,-0.9749279121818236
54,21.13,0.3165046296296296,0,2,-1.8369701987210297e-16,-1.0,-0.900968867902419,0.43388373911755823
54,84.29,5.468275462962963,0,0,6.123233995736766e-17,1.0,-0.22252093395631434,0.9749279121818236
54,463.68,0.48993055555555554,0,1,-0.8660254037844385,0.5000000000000003,1.0,0.0
54,224.09,1.0768055555555556,0,0,-1.8369701987210297e-16,-1.0,0.6234898018587334,-0.7818314824680299
54,436.49,2.564398148148148,0,0,1.0,0.0,-0.2225209339563146,-0.9749279121818236
54,14.54,0.6696412037037037,0,0,0.49999999999999933,-0.866025403784439,-0.2225209339563146,-0.9749279121818236
